,smiles,mass,fp_score,rank_1,rank_2,rank_3
202,C[Si](C)(C)OCC(O[Si](C)(C)C)C1OC(=O)C(O[Si](C)(C)C)=C1O[Si](C)(C)C,464.19019512,0.8478260869565217,258,19,5
203,CC(C)(C)C(=O)Oc1c(Cl)cc(Cl)cc1C(=O)c1ccccc1Br,427.9581618,0.8985507246376812,1,1,1
204,C[Si](C)(C)OC(=O)Cn1ccc2ccccc21,247.102855314,0.8242753623188406,172,43,8
205,Cc1cccnc1,93.057849224,0.9637681159420289,8,3,3
206,CCCCCCCCCCCCOC(=O)C1CCCN1C(=O)c1c(F)ccc(C)c1F,437.274150484,0.9909420289855072,1,1,1
207,CCCCCCOC(=O)c1cccc(C(=O)OCCC(CCCC)CCOC)n1,407.267173284,0.9909420289855072,4,3,3
208,CCCCCCCCCCCCOC(=O)CCC(=O)OC(C)CCC(C)C,384.323959888,0.9963768115942029,1,1,1
209,O=P(OCCCl)(OCCCl)OCCCl,283.95387853399995,0.967391304347826,1,1,1
210,CCCCCCCOC(=O)CCCCCCCCC(=O)OCc1cc(Cl)ccc1Cl,458.199064992,0.9981884057971014,1,1,1
211,Oc1c(Cl)cc(Cl)cc1Cl,195.924947756,0.9836956521739131,1,1,1
212,C=C[Si](C)(OCCC)O[Si](C)(C=C)OC(C)C1CCCCC1,342.204648008,0.9565217391304348,74,21,20
213,CC(C)C(C)OC(=O)CCCC(=O)OC(C)C(F)(F)F,298.13919381200003,0.9728260869565217,9,3,3
214,CCCCCCCCCCCCCO[Si](C)(C)Oc1ccccc1C,364.27975704999994,0.9130434782608695,10,2,2
215,CO/N=C\C(O[Si](C)(C)C)C(O[Si](C)(C)C)C(O[Si](C)(C)C)C(CO[Si](C)(C)C)O[Si](C)(C)C,569.2875711299998,0.9927536231884058,1,1,1
216,CCCCCOC(=O)CCCCC(=O)Oc1cccc(CC)c1,320.198759376,0.9927536231884058,1,1,1
217,CC(C)[C@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4CC(O[Si](C)(C)C)CC[C@]4(C)[C@H]3CC[C@@]21C,472.410042942,0.9384057971014492,99999,3,99999
218,CCCCCC(CC)OC(=O)CCCC(=O)Oc1cccc(Cl)c1,354.159787024,0.9855072463768116,2,2,2
219,CCCCCCCCCCN(C)C(=O)Cc1cccs1,295.19698554800004,0.9438405797101449,1,1,1
220,CCCCCCOC(=O)C1CCCN1C(=O)C1CCCCC1,309.230393852,0.9855072463768116,1,1,1
221,CCCCCCCCCCCCCCCCCCCCOC(=O)CCCCC(=O)OCCC(C)CC,510.4648104639999,0.9963768115942029,1,1,1
222,CC(C)(C)C(=O)Oc1ccc2ncccc2c1,229.11027872,0.9492753623188406,2,2,2
223,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO[Si](C)(C)C(C)(C)C,336.28484242999997,0.9583333333333334,2,1,1
224,COc1cc(/C=C/C(=O)O[Si](C)(C)C)cc(OC)c1O[Si](C)(C)C,368.147527056,0.9130434782608695,1,1,1
225,COc1ccc(OS(C)(=O)=O)c(C(C)(C)C)c1,258.09258005600003,0.9293478260869565,7,1,1
226,CCCCCCCCCOC(=O)CCCCCC(=O)OCCC(C)C,356.29265976,1.0,1,1,1
227,COC(=O)CN(C(=O)c1ccccc1)C(=O)C(F)(F)Cl,305.02664192,0.7934782608695652,9247,991,175
228,CCCCCOC(=O)C1CCN(C(=O)OC)CC1,257.162708216,0.980072463768116,1,1,1
229,CCCCCCCCCCC#CCOC(=O)CCCC(=O)Oc1ccccc1OC(C)C,444.2875743799999,0.9384057971014492,1,1,1
230,C=CCCOC(=O)NC(C(=O)OCCC=C)C1CCCCC1,309.194008344,0.9655797101449275,1,1,1
231,CCCCCCCOC(=O)CN(C)C(=O)c1cccc(OC)c1,321.194008344,0.9384057971014492,1,1,1
232,O=C(Nc1ccc(Br)cc1)C12CC3CC(CC(C3)C1)C2,333.07282636,0.8079710144927537,19,2,2
233,CCCCCCCCCCCCCCO[Si](C)(C)OCc1c(F)c(F)c(F)c(F)c1F,468.248298054,0.9221014492753623,96,10,2
234,CCCCCCCCCCCC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,414.180505832,0.9764492753623188,1,1,1
235,CCCCCCC(O[Si](C)(C)C)C(=O)O[Si](C)(C)C,304.188997944,0.947463768115942,6,2,2
236,CC(C)(C)c1ccc(C(C)(C)C)c(N[Si](C)(C)C)c1,277.222576522,0.8804347826086957,25,2,2
237,CCCCCCCCCCCOC(=O)c1ccccc1C(=O)Oc1ccccc1CCC,438.27700969599994,0.9891304347826086,1,1,1
238,COc1ccc(Br)nc1Br,264.87378798000003,0.9003623188405797,99999,3,99999
239,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(F)(F)C(F)(F)C(F)(F)F,493.3154625039999,0.9420289855072463,1,1,1
240,Cc1cccc(C)c1O[Si](C)(C)C(C)(C)C,236.15964191799998,0.9764492753623188,7,4,4
241,CC(C)COC(=O)c1ccc(C(=O)OCc2cc(F)c(F)c(F)c2)cc1,366.10789368400003,0.9655797101449275,99999,4,99999
242,COc1ccc(COC(=O)CCCC(=O)OCc2ccc(OC)cc2)cc1,372.157288488,0.9619565217391305,1,1,1
243,CC1=CC=CC1,80.062600256,0.9746376811594203,15,6,6
244,CCCCCCCCCCCCO[Si](OCCF)(c1ccccc1)c1ccccc1,430.270335238,0.9981884057971014,1,1,1
245,CCCCCCCCCOC(=O)CCC(=O)OC(C)CC(C)(C)C,342.277009696,0.9945652173913043,1,1,1
246,CCCC(OC(=O)CCCCCCCCC(=O)OCc1ccc(Cl)cc1OC)C(C)C,454.248602028,0.9202898550724637,9,1,1
247,CCCCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,327.162314292,0.9746376811594203,2,1,1
248,C/C=C/COC(=O)CCCCCCCCC(=O)OCCCCCCCCCCCCC,438.37091008,0.9746376811594203,1,1,1
249,CC(C)(C)[Si](C)(C)OCC(C(=O)O[Si](C)(C)C(C)(C)C)c1ccccc1,394.235948136,0.9347826086956522,1,1,1
250,CC(C)(C)[Si](C)(C)NCCCC(=O)O[Si](C)(C)C(C)(C)C,331.236282484,0.9202898550724637,11,8,8
251,CC(C)(C)[Si](C)(C)OC(=O)CCCCCCCCCCC(=O)O[Si](C)(C)C(C)(C)C,458.3247631399999,0.9221014492753623,1,1,1
252,O=C(CCCC(=O)Oc1cc(Cl)ccc1Cl)OCC(F)(F)C(F)F,390.004877104,1.0,1,1,1
253,CCCC(C)OC(=O)/C=C/C(=O)Nc1ccccc1CC,289.167793596,0.9510869565217391,10,4,4
254,CC(C)=CCOC(=O)c1ccc(Cl)cc1,224.060407336,0.9637681159420289,2,2,2
255,O=C(CCC(=O)Oc1ccccc1Cl)OCc1c(F)c(F)c(F)c(F)c1F,408.01877758,0.9510869565217391,7,3,2
256,CC(C)COC(=O)c1ccccc1C(=O)OC(C)CC(C)C,306.183109312,0.9692028985507246,59,19,19
257,CCC(C)COC(=O)CCCC(=O)OC(CC)C(C)C,286.21440944,0.9927536231884058,3,2,2
258,O=[N+]([O-])c1cc(Br)cc(Oc2ccccc2)c1,292.968755216,0.894927536231884,318,61,10
259,COC(=O)C1(C#N)C(c2ccc([N+](=O)[O-])cc2)C1(C(=O)OC)C(=O)OC,362.0750154079999,0.8442028985507246,102,12,5
260,COc1ccc(OC(=O)c2cc(F)ccc2F)c(C(C)c2ccccc2)c1,368.122400876,0.9547101449275363,2,2,2
261,CCCCCCCCCCCCO[Si](CC)(CC)OCC(C)C,344.31105717799994,0.9692028985507246,118,28,26
262,Cc1ccccc1OC(=O)CCCCCC(=O)OC(C)CC(C)C,334.21440944,0.9818840579710145,1,1,1
263,BrCCCCCCCBr,255.946224648,0.9601449275362319,10,1,1
264,CCCCCCOC(=O)CN(C)C(=O)OC,231.147058152,0.9637681159420289,5,2,2
265,C=CCC(C)OC(=O)CCCCCCCCC(=O)OCCC,312.230059504,0.9655797101449275,2,1,1
266,COC(C(=O)OC1CC2CCC(C1)N2C)c1ccccc1,289.167793596,0.9329710144927537,2,1,1
267,CC(OC(=O)CCCC(=O)Oc1cccc(C(F)(F)F)c1F)C(F)(F)F,390.07020643600003,0.9782608695652174,3,1,1
268,CCCCCCCCCCCCCCOC(=O)CCC(=O)OC(C)CCCC(C)C,426.37091007999993,0.9927536231884058,9,3,3
269,O=C(O)/C=C/c1ccccc1,148.052429496,0.9782608695652174,1,1,1
270,C/C=C(\C)C(=O)OC1CCN2CC3CC(CN4C(=O)CCCC34)C2C1,346.22564282,0.8858695652173914,2,1,1
271,CC(C)(C)c1ccc(O[Si](C)(C)C)c(N)c1,237.15489088599998,0.9347826086956522,1,1,1
272,CCCCCCCCCCOC(=O)CCCCCC(=O)Oc1ccccc1Cl,410.22238728,0.9945652173913043,7,2,2
273,ClCc1ccc(CCl)cc1,174.000305616,0.9692028985507246,23,7,7
274,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OC(CCC)CCC,404.29265975999994,0.9963768115942029,12,4,4
275,C=C(C)c1cc2c(ccc3ccc(=O)oc32)o1,226.06299418,0.8496376811594203,441,131,78
276,C=CCOC(=O)C1CCCCC1C(=O)OCCCC,268.167459248,0.9855072463768116,3,1,1
277,C[Si](C)(C)Nc1nc(O[Si](C)(C)C)c2nc(O[Si](C)(C)C)cnc2n1,395.1629047580001,0.8387681159420289,1,1,1
278,CCCCCCCCC(CCC)OC(=O)c1ccc(F)cc1F,326.205736576,0.9945652173913043,1,1,1
279,CC(C)CCCOC(=O)CCCC(=O)Oc1cccc2ccccc12,342.183109312,0.9945652173913043,1,1,1
280,C=CCc1cc(C(C)(C)c2ccc(OC(=O)C(F)(F)C(F)(F)C(F)(F)F)c(CC=C)c2)ccc1OC(=O)C(F)(F)C(F)(F)C(F)(F)F,700.129454264,0.8206521739130435,8,1,1
281,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,303.101919528,0.7409420289855072,4492,946,404
282,C=CCCO[Si](OCCCCCCCCCC)(c1ccccc1)c1ccccc1,410.264106986,0.9873188405797102,6,2,2
283,CCCCCC(C)N(CCC)C(=O)c1cccs1,267.16568542,0.980072463768116,13,6,5
284,CCCCCCCCCCCCCC(=O)CC(=O)c1ccccc1,330.255880328,0.9655797101449275,1,1,1
285,CCCCCCCCCCCCOC(=O)CCCCCCCCC(=O)OC(CC)CCCC,468.417860272,0.9981884057971014,1,1,1
286,CCOc1ccc(C(=O)c2ccccc2)c(OC(=O)C(F)(F)F)c1,338.07659355600003,0.9166666666666666,3,1,1
287,CCCCCCCCCCCCCCOC(=O)CCC(=O)OCc1cc(F)c(F)c(F)c1F,476.25497251199994,0.9963768115942029,1,1,1
288,CCCC#CCC(CC)O[Si](C)(C)OCCC,256.185856666,0.9528985507246377,4,1,1
289,CCCCCCCOC(=O)CCC(=O)OCc1cccc(Br)c1,384.09362138000006,0.9945652173913043,1,1,1
290,COCCCCl,108.034192588,0.9619565217391305,4,2,2
291,CCCCCCCCCCCCOC(=O)CCC(=O)Oc1cc(Cl)cc(Cl)c1Cl,464.128792512,0.9963768115942029,12,2,2
292,CCC(OC(=O)CCCC(=O)OCC(F)(F)C(F)(F)F)C(C)C,348.13600025200003,0.9528985507246377,4,2,1
293,OCCSCCCSCCO,196.059171752,0.9601449275362319,1,1,1
294,CC(C)CN(Cc1ccccc1)C(=O)/C=C/c1cccc(C(F)(F)F)c1,361.165348984,0.9384057971014492,4,1,1
295,CCCCCCCCCCCO[Si](CC)(CC)Oc1ccc(F)cc1Br,446.165197242,0.9094202898550725,51,4,3
296,CCCOC(=O)C1CCCN1C(=O)c1cccc(F)c1,279.127071656,0.9728260869565217,24,3,3
297,C#CCCCCCCCCC(=O)OCCCCCCCCCCCCCC,378.349780712,0.9909420289855072,1,1,1
298,CCCCCCCCCCCCOC(=O)c1ccc(C(=O)OCC(CC)CC)cc1,418.30830982399993,0.9945652173913043,6,2,2
299,C[Si](C)(Oc1ccc(-c2ccccc2)cc1)O[Si](C)(C)O[Si](C)(C)Oc1ccc(-c2ccccc2)cc1,544.1921392219999,0.9221014492753623,1,1,1
300,CCCCCCCCOC(=O)CN(C)C(=O)CN(C)C(=O)OCC,344.23112212399997,0.9655797101449275,34,12,10
301,CCCCCCCCCCCCCCCCCCCCCCO[Si](C)(C)OCC(C)CC,470.451907754,0.9710144927536232,55,16,15
302,CCCCCC(C)OC(=O)CCCCC(=O)OC(C)CCCCC,342.277009696,0.9818840579710145,3,2,2
303,C#CC(C)OC(=O)CCC(=O)OCC(C)CCC,254.151809184,0.9728260869565217,24,8,8
304,CCCCOC(=O)c1cccc(C(=O)OCCCCCCCl)c1,340.14413696,0.9927536231884058,1,1,1
305,CCCCCCCCCCOC(=O)c1ccc(C(=O)OCCc2ccc(F)cc2)cc1,428.236287756,0.9148550724637681,99999,4,99999
306,CCCCOC(=O)C1CCN(C(=O)c2ccc(C)cc2)CC1,303.18344366,0.9710144927536232,6,4,3
307,C=C(C)CCOC(=O)CCCC(=O)OCCCCCCCCCCCCC,382.308309824,1.0,1,1,1
308,CCCCCCOC(=O)C(C)(C)C(=O)OCCCCCC,300.230059504,0.9909420289855072,2,1,1
309,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,373.137946448,0.8641304347826086,21,3,2
310,CCOc1cccc(SC(=O)C(C)C)c1,224.087100752,0.8931159420289855,2,2,2
311,C=CCCCCC=C,110.109550448,0.9927536231884058,1,1,1
312,CC(C)Cc1ccc(CC(C)C)s1,196.12857164,0.927536231884058,99999,4,99999
313,CCCCCC(=O)O[Si](C)(C)C,188.12325641,0.947463768115942,36,8,8
314,CCNc1ccc(S(=O)(=O)NCC)cc1,228.093248752,0.8985507246376812,3,1,1
315,CCCCCCCOC(=O)CCCCCC(=O)OCc1ccc(OC)cc1,378.24062418799997,0.9891304347826086,5,1,1
316,CC/C=C\CC,84.093900384,0.9456521739130435,389,74,71
317,CCCCCCCCCCCOC(=O)c1cccc(C(=O)Oc2cccc(Cl)c2)c1,430.19108715199997,0.9637681159420289,11,7,1
318,CCCC/C=C/C(C)OC(=O)C(C)(C)C,212.177630008,0.8876811594202898,102,15,9
319,C#CCCCCCCCCC(=O)OC/C=C/CCCCCCCC,334.287180456,0.9492753623188406,23,1,1
320,CCC(OC(=O)CCCC(=O)Oc1ccc(F)cc1Br)C(C)C,388.06854950400003,0.9909420289855072,1,1,1
321,CCCCCCCCCCCOC(=O)C(C)(C)C(=O)OCCC(C)C,356.29265976,0.9963768115942029,1,1,1
322,CCCCCCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCC(C)CC(C)(C)C,502.40221020799993,0.9818840579710145,37,12,12
323,CCCc1ccccc1OC(=O)c1ccccc1C(=O)OCCCC(C)C,368.198759376,0.9891304347826086,2,2,2
324,CCCCCCCCCCOC(=O)CCCCCC(=O)OCC(C)C,356.29265976,0.9981884057971014,3,2,2
325,CCCCOCCOCCOCCOC(=O)c1c(F)c(F)c(F)c(F)c1F,400.13091487200006,0.9836956521739131,2,1,1
326,CCCCCCCCCCCCCCCCCOC(=O)CN(C)C(=O)OC,385.319208856,0.9692028985507246,1,1,1
327,CCCOC(=O)CCCCCCCCC(=O)Oc1ccccc1CCC,362.245709568,1.0,1,1,1
328,CCCCC/C=C/C(=O)O[Si](C)(C)C,214.138906474,0.9057971014492754,48,10,10
329,C#CCCC,68.062600256,0.9655797101449275,86,24,23
330,CC(C)(C)c1ccc(O)c(N)c1,165.1153641,0.8913043478260869,400,114,68
331,CCCCCCCCCCCCCCCOC(=O)CCCC(=O)OC(C)CCCC,426.37091007999993,0.9981884057971014,1,1,1
332,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)c(C(C)(C)C)c1,457.22156212,0.7572463768115942,1814,35,3
333,CCCC/C=C\CCCCCCCCOC(C)=O,254.2245802,0.9891304347826086,3,3,3
334,O=C(Oc1cc(Cl)cc(Cl)c1Cl)C(F)(F)C(F)(F)F,341.904053444,0.9836956521739131,1,1,1
335,C=CCC(NC(=O)OCCCCCCCCCC)C(=O)OCCCCCCC,397.319208856,0.967391304347826,1,1,1
336,C=C[Si](C)(OCCCCCCCCCCC)OCC(C)CCC,342.29540711399994,0.9855072463768116,37,8,6
337,CC(C)(C)[Si](C)(C)OC(=O)C1CC(=O)OC1C(=O)O[Si](C)(C)C(C)(C)C,402.189391868,0.8713768115942029,260,28,13
338,CCCCCCOC(=O)CCCC(=O)OCCOC,274.17802393200003,0.9891304347826086,1,1,1
339,CCc1cccc(OC(=O)CCC(=O)OCC2CCCCC2)c1,318.183109312,0.9836956521739131,2,2,2
340,C=C(C)CCO[Si](OCCCC)(c1ccccc1)c1ccccc1,340.185856666,0.9782608695652174,1,1,1
341,CCCCCOC(=O)c1cccc(C(=O)Oc2ccccc2OC(C)C)c1,370.178023932,0.967391304347826,25,2,2
342,O=C(Nc1cc([N+](=O)[O-])ccc1OC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,545.989666308,0.9003623188405797,5,1,1
343,CCCCCCCCN(CC)C(=O)Cc1cccs1,281.181335484,0.9728260869565217,99999,2,99999
344,COc1c(C)cc(N(C)C)c2ccccc12,215.131014164,0.8188405797101449,1589,363,164
345,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1,288.04656884,0.8007246376811594,865,166,83
346,CC(C)=CCc1cc(C2CC(=O)c3ccc(O)c(CC=C(C)C)c3O2)ccc1O,392.19875937599994,0.8496376811594203,34,23,3
347,CC(C)=CCC/C(C)=C\COC(=O)CCC(=O)OCC(F)(F)C(F)F,368.161072128,0.9855072463768116,1,1,1
348,COCC1=CCC23CC1C(C)(C)C2CCC3C,234.198365452,0.9202898550724637,2,2,1
349,CC[Si](F)(F)CC,124.05198329,0.9347826086956522,196,27,14
350,C#CC(C)OC(=O)CCC(=O)OC(C)CC(C)C,254.151809184,0.9855072463768116,1,1,1
351,CCC#CCCCCCCCCOC(=O)CCCC(=O)OC(CC)C(C)C,380.29265976,0.9710144927536232,176,37,36
352,C#CCCOC(=O)NC1(C(=O)OCCC)CCCC1,267.147058152,0.9547101449275363,22,5,5
353,CCC(COC(=O)C(F)(F)F)(COC(=O)C(F)(F)F)COC(=O)C(F)(F)F,422.041192052,0.9130434782608695,56,1,1
354,CCCCCCCCCCCCCCCCCCOC(=O)C1CCCN1C(=O)C1CC1,435.371244428,0.9945652173913043,1,1,1
355,CCC(C)c1ccc(O)c(Br)c1,228.014977136,0.9311594202898551,61,4,3
356,C=CCCCCCC(C)CC,154.172150704,0.9782608695652174,55,15,15
357,CC(C)C(O)C(C)(C)CO,146.130679816,0.9420289855072463,6,1,1
358,CCCCCCCCC(C)OC(=O)CCC(=O)Oc1ccc(-c2ccccc2)cc1,410.245709568,0.9492753623188406,4,2,2
359,CC(C)C(C)OC(=O)CCC(=O)OC1C2CC3CC(C2)CC1C3,322.21440944,0.9565217391304348,21,5,5
360,CCC(CC)COC(=O)CCCC(=O)OCC(C)C,272.198759376,0.9764492753623188,19,6,6
361,CCCCCCCCCCCCCCCCN(CCCC)C(=O)c1ccncc1,402.36101409199995,0.9764492753623188,1,1,1
362,COc1cccc(CO)c1OC,168.078644244,0.9764492753623188,4,2,2
363,CCC(NC(=O)OC)C(=O)OC,175.084457896,0.9166666666666666,7,2,2
364,CCCOC(=O)CN(C)C(=O)c1ccc(C)cc1,249.136493468,0.9547101449275363,1,1,1
365,COc1ccc2oc(=O)cc(O[Si](C)(C)C(C)(C)C)c2c1,306.128735714,0.8731884057971014,109,32,8
366,CCCCCOC(=O)c1ccc(C(=O)OC(CCC)CCC)cc1,334.21440944,0.9891304347826086,4,1,1
367,CCCCCCOC(=O)CCCCCC(=O)OCC(CC)CC,328.261359632,0.9891304347826086,6,4,4
368,CCCCCCCN(CCCCCCC)C(=O)COC(C)=O,313.26169398,0.9384057971014492,2,2,2
369,CCCCCCCC(C)CCC,170.203450832,0.9855072463768116,47,11,11
370,CCOC(=O)Oc1ccccc1,166.06299418,0.9565217391304348,15,5,5
371,C=C(C)C#CC(CC(C)C)OC(=O)c1ccc(Br)cc1,334.056841948,0.9528985507246377,3,3,3
372,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCC1(CC)COCOC1,420.25118887199994,0.9873188405797102,99999,1,99999
373,Fc1ccc(Cl)cc1,129.998556028,0.9746376811594203,2,2,2
374,CCCCCCCCCC(CCCC)OC(=O)c1ccc(F)c(C(F)(F)F)c1,404.233843144,0.9909420289855072,20,6,6
375,CCC(OC(=O)CCC(=O)Oc1ccccc1F)c1ccccc1,330.12673730800003,0.927536231884058,1,1,1
376,CC1(C)OOC(C)(C)OOC(C)(C)OO1,222.110338296,0.9311594202898551,77,8,7
377,CCCCCCCCCCCCCCCOC(=O)C1CCCCC1C(=O)OCc1c(F)c(F)c(F)c(F)c1F,562.3081509559998,1.0,1,1,1
378,Cc1ccc(OC(=O)CCC(=O)Oc2ccc(C(C)C)cc2)cc1C,340.167459248,0.9818840579710145,3,2,2
379,CC(=O)OCCCOc1ccccc1,194.094294308,0.9583333333333334,7,5,5
380,CCCC(OC(=O)c1cccc(C(=O)OCC(C)CC)n1)C(C)C,335.20965840800005,0.980072463768116,2,2,2
381,CCCCCCCCCCCCCCCCOC(=O)CCCC(=O)OC(CC)CCC(CC)CC,496.4491604,0.9981884057971014,1,1,1
382,C=C(C)CCOC(C)=O,128.083729624,0.9130434782608695,277,58,53
383,COc1cc(/C=C/CO)cc(OC)c1O,210.089208928,0.9347826086956522,3,4,3
384,C[Si](C)(C)N(CCCCN([Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C,376.25815552800003,0.9293478260869565,1,1,1
385,CCCCC(CC)COC(=O)CCCC(=O)Oc1ccc(C#N)cc1,345.19400834400005,0.9836956521739131,1,1,1
386,CC(C)CCOC(=O)CCC(=O)OCc1ccc2ccccc2c1,328.167459248,0.9728260869565217,7,4,4
387,CCOC(=O)C(C)(C)C(=O)Oc1ccccc1OC(C)C,294.14672380400003,0.9438405797101449,1,1,1
388,CCCCCCCCCCCCCCN(CC)C(=O)CCc1ccccc1,373.334464996,0.9963768115942029,99999,1,99999
389,CCCCOC(=O)CCCC(=O)Oc1c(F)c(F)c(F)c(F)c1F,354.08905006000003,0.9873188405797102,1,1,1
390,CCCCCCCCC/C=C/COC(=O)CCCC(=O)OC(C)C1CCCC1,394.308309824,0.9764492753623188,2,2,2
391,CCCCCCCCCCCCCOC(=O)/C=C/C(=O)OC(C)C(C)(C)C,382.308309824,0.9927536231884058,1,1,1
392,CCC(C)CC(=O)O[Si](C)(C)C,188.12325641,0.9637681159420289,3,3,3
393,CCCCCCCCOC(=O)CCCC(=O)Oc1ccccc1OC,350.20932406,0.9945652173913043,1,1,1
394,CCCCCCCCCCC(C)CCC,212.25040102399998,0.9873188405797102,32,5,5
395,CCCCCCCCCOC(=O)c1cccc(C(=O)OC(C)CCCCCC)n1,405.28790872800005,0.9873188405797102,28,7,7
396,CCC#CCCCCCCCCO[Si](OCCCCCCCC)(c1ccccc1)c1ccccc1,492.34235730599994,0.9981884057971014,1,1,1
397,CCCCCCCCOC(=O)C1CCCN1C(=O)c1ccccc1F,349.205321976,0.9836956521739131,4,2,2
398,CCCCCCCCCCCCCCOC(=O)c1cccc(C(=O)OCC2CCCC2)c1,444.32395988799993,0.9945652173913043,1,1,1
